"L","R","F","M","C"
60.37,102,14,25808,0.731333695
23.43,87,15,25964,0.726874519
19.43,125,4,25759,0.73257774
19.43,3,17,28932,0.652218651
44.47,463,3,23807,0.792575713
79.5,5,16,26457,0.713182901
109.87,43,14,26625,0.708645258
62.73,67,20,24400,0.773231967
55.87,8,57,31793,0.593392256
73.83,5,17,21348,0.883721192
31.4,35,23,23371,0.807212785
16.37,3,30,23962,0.787258576
50.6,30,24,26078,0.723358386
71.9,68,20,25627,0.736080306
79.67,7,27,28728,0.656591131
53.43,259,15,27117,0.69556035
44.93,32,15,31793,0.59318718
34.9,66,24,29884,0.630995516
105.17,13,28,24516,0.769003916
13.7,14,18,25697,0.733654512
73.97,4,27,33248,0.567014858
101,46,9,22981,0.820301989
70.53,205,17,30069,0.626935382
75.4,5,18,18855,0.999748077
41.97,130,10,20355,0.926051584
67.97,45,13,29833,0.631840579
98.1,3,19,32411,0.5815504
18.37,15,19,25606,0.736011091
103.67,61,19,18938,0.995157356
89.5,47,26,24032,0.78418234
17.87,13,26,27567,0.683610839
93.6,1,26,26366,0.714747402
72.63,118,18,28599,0.658924788
103.1,521,12,19744,0.954416532
101.4,117,11,20004,0.941830634
64.73,101,28,26097,0.72192321
48.67,32,14,25412,0.741371399
14.47,9,12,27752,0.678829274
74.13,42,19,28398,0.663384393
31.43,210,2,24464,0.77
30.83,24,30,25337,0.743367407
113.07,69,16,33386,0.564146049
53.7,49,19,26245,0.717627358
24.07,32,31,22936,0.820990582
69.13,88,20,37620,0.5005
27.03,80,19,29086,0.647163584
22.37,67,14,26182,0.718941639
103.27,4,17,24940,0.754726544
79.77,290,6,18681,1.007531717
29.47,43,22,25377,0.74165189
32.5,154,15,28198,0.667443081
35.57,28,15,26701,0.704797948
48.27,103,14,27101,0.694180658
23.97,4,29,20755,0.906306914
35.27,63,14,19025,0.98857293
63.67,191,16,19083,0.985536341
44.7,32,13,27649,0.68017903
27.67,60,13,22957,0.819104413
80.07,3,26,20844,0.902126271
42.1,137,13,26781,0.70212128
22.83,22,14,25908,0.725777752
46.93,13,12,21764,0.863905532
105.63,77,28,25420,0.739597561
24.6,76,17,28292,0.664367666
95.7,32,27,25935,0.724644303
87.03,14,22,29227,0.643016389
27.47,74,9,28722,0.654270942
58.23,44,25,30337,0.619381943
110,76,23,24864,0.755657175
22.5,73,20,33680,0.557840855
32.83,3,16,28307,0.663703678
17.5,69,17,23026,0.815896812
82.9,32,20,24538,0.765617002
17.2,123,8,12926,1.453384651
97.37,7,22,26409,0.711346511
58.1,2,15,25623,0.733109706
33.73,216,13,32524,0.577523982
48.9,82,22,38803,0.484044275
73.2,140,12,25709,0.730543389
56.97,9,15,28589,0.656859282
27.6,47,19,23531,0.797943139
102.07,12,17,23670,0.793198141
37.03,174,7,15698,1.19592687
22.8,2,19,28520,0.658238429
49.23,5,20,26546,0.70718564
82.87,130,23,27118,0.692250166
56.57,151,18,26168,0.71730243
21,138,18,25719,0.729798981
84.3,66,24,25260,0.743055028
96.53,9,22,31751,0.591148625
114.57,11,17,14532,1.291281998
60.4,6,15,19622,0.956267455
112.63,8,18,26290,0.713713199
27.43,38,11,25542,0.734545455
79.47,569,7,25055,0.748776691
90,173,14,15385,1.219394865
26,70,30,28903,0.649060997
63.03,15,21,22722,0.825614823
93.03,63,20,22792,0.823066427
20.37,45,5,26717,0.70214283
69.8,16,18,26268,0.714093193
54.03,13,25,23388,0.801801779
41.6,369,20,22360,0.838658318
25.33,114,19,26092,0.718677372
97.47,648,4,24214,0.77433303
15.37,23,16,29739,0.630470426
34.1,240,12,26851,0.698273807
86.07,15,26,24841,0.754728071
65.9,107,11,13540,1.3845613
55.43,30,26,27612,0.678935608
95.83,36,27,27804,0.674180334
27.33,42,16,20278,0.924349541
108.3,34,20,21910,0.855434961
33.27,30,24,24167,0.775533165
36.47,44,15,27379,0.68441908
59.97,37,22,33948,0.55189967
24.13,165,6,21210,0.883333333
53.8,105,21,27195,0.688925905
31.13,33,18,23937,0.782674521
52.23,416,7,22610,0.828571429
52.33,5,13,25869,0.724070896
87.83,19,21,31662,0.59151854
33.83,95,33,25659,0.729865934
51.47,32,28,22744,0.823365283
73.33,41,13,17299,1.082435401
78.17,20,23,31595,0.592595347
20.23,211,6,27379,0.68382629
12.27,25,22,23393,0.800338563
77.6,11,16,25350,0.738400789
108.93,109,24,29330,0.638201841
79.87,8,18,29529,0.633807782
70.7,209,19,25832,0.724462295
40.3,4,27,34357,0.54469424
83.7,62,43,26353,0.71011991
87,112,23,26358,0.709971925
41.73,68,25,25723,0.727464137
50.17,214,14,22947,0.815311805
71.8,25,17,22777,0.821131844
81.57,125,20,26429,0.707659389
13.63,51,8,17812,1.05
21.93,164,14,20486,0.912929806
85.6,26,26,28633,0.653165578
69.63,44,26,27281,0.685454346
24.4,19,16,22821,0.819404496
53.7,8,11,28012,0.667521776
26.63,49,9,26895,0.695218442
104.17,74,24,28465,0.656864922
79.3,30,13,25404,0.735888049
23.03,15,18,29432,0.635120277
83.73,354,18,23610,0.791689962
35.93,9,5,25430,0.735026347
109.9,12,40,26009,0.7186447
19.87,35,14,29609,0.631262116
79.1,10,36,30454,0.613655349
29.2,128,19,26829,0.696559693
21.43,81,13,26734,0.69902783
69.57,16,22,37454,0.498926416
80.87,46,27,33161,0.563514369
17.17,13,16,25979,0.719271335
86.07,149,20,25978,0.719253984
14.1,318,17,23977,0.779138341
69.4,93,5,21457,0.87062031
58.67,60,26,23962,0.779594775
33.73,34,22,25581,0.730233376
23.23,269,13,26077,0.716341987
98.87,36,22,23026,0.811229914
57.8,4,15,21500,0.868697209
110.1,35,18,20910,0.893196078
69.87,30,17,28276,0.660449851
45.93,129,22,24964,0.747941436
113.5,318,6,21966,0.85
110.5,101,15,25695,0.72664137
18.9,1,48,23794,0.7846932
23.97,44,4,23791,0.784759363
111.1,8,23,27175,0.687034407
23.93,14,12,25036,0.745712174
63.53,104,18,16436,1.135864566
23.87,37,14,29739,0.627675107
103.43,8,25,23043,0.810051643
55.17,70,20,25368,0.735781299
96.23,249,14,24103,0.774330166
21.23,31,17,36411,0.512580539
61.33,60,18,25534,0.730927391
13.9,3,13,30597,0.609964049
39.07,17,39,28714,0.649933134
37.5,23,14,27323,0.682997475
18.87,330,5,25724,0.725431504
42.97,317,14,28950,0.644547496
39.83,56,36,28758,0.648769038
106.47,217,16,27039,0.689990384
60.27,46,10,26772,0.696804871
36.8,76,19,20677,0.902124099
24.17,3,25,27262,0.684211723
29.53,61,12,28442,0.655815344
45.97,27,33,26201,0.711812526
49.47,17,18,27895,0.668384298
64.43,8,16,24447,0.762626498
18.53,15,10,25936,0.718773134
21.57,20,22,24282,0.767622931
27.8,24,20,24628,0.756753289
46.6,33,12,14062,1.325351301
33.47,105,14,26366,0.706843662
14.4,13,14,25901,0.719496545
14.3,23,28,26211,0.710984701
89.93,45,25,25319,0.736029464
19.13,25,18,27090,0.68781543
84.17,29,12,23709,0.785804125
36.17,1,18,24346,0.765215641
12.27,20,12,23117,0.805869706
40.43,14,27,31458,0.592049717
31.4,131,23,24299,0.766472283
21.1,40,24,21654,0.860039254
24.9,75,13,28394,0.655879763
19.53,71,27,23059,0.807561906
23.33,691,3,26431,0.704534448
34.9,82,15,24174,0.7702966
84.97,112,21,21766,0.855431407
19.7,1,16,27229,0.683768041
61.77,29,13,28337,0.656764654
64.5,57,13,24683,0.753859336
43.13,320,7,20947,0.888237456
37.67,58,9,20667,0.900175158
68,12,33,26120,0.712176493
75.57,104,7,13072,1.422991891
77.17,152,18,24434,0.761280183
85.73,342,20,31170,0.596693936
17.07,4,15,22842,0.814225112
20.2,53,22,32075,0.579842557
46.5,11,34,22206,0.837521391
109.7,116,20,27387,0.678994048
59.93,9,27,29359,0.633373071
81.13,17,16,34798,0.534371228
103.13,11,24,26357,0.705472929
31.6,286,2,24464,0.76
25.07,203,2,24464,0.76
15.5,70,2,24464,0.76
67.37,28,21,21503,0.864644003
51.27,134,21,28751,0.646655421
78.6,70,12,27121,0.68551049
26.07,107,16,23836,0.779961822
46.77,79,11,26695,0.696427421
76.33,185,28,25723,0.722638495
60.33,85,17,24585,0.756001627
55.47,9,25,23936,0.776488135
29,65,15,24066,0.772072218
34.77,13,18,22778,0.815688823
23.8,11,28,20273,0.916461303
55.23,3,19,24620,0.754544273
34.43,20,23,22860,0.812619423
58.7,22,21,26761,0.694157543
100.4,23,21,29549,0.6286497
36.8,68,16,24723,0.75122113
42.03,36,16,24104,0.770481663
37.5,81,18,23028,0.806438683
48.77,20,21,26174,0.709499885
19.6,1,14,27046,0.686579531
83.5,101,23,21355,0.869501288
28.3,45,30,24616,0.754284612
22.4,187,16,29135,0.63728265
25.67,18,16,26108,0.711114984
22.17,56,17,27996,0.663094728
16.63,40,21,23684,0.783722344
56.77,164,16,24730,0.750431055
16.33,343,6,25103,0.73924033
65.67,1,20,24759,0.749451109
49.53,35,30,31686,0.585565549
14.83,16,11,25542,0.726363636
62,34,23,26124,0.7101646
79.13,62,19,25638,0.723595444
95.57,4,12,22150,0.837535892
37.47,36,21,29242,0.634390261
111.7,5,18,27730,0.668951677
65.03,20,35,41825,0.443428571
77.5,32,21,28110,0.659730345
24.7,39,18,27263,0.680177897
39.07,7,21,25401,0.729940947
25.83,99,25,24327,0.7621174
29.5,20,22,26775,0.692402241
30.93,48,11,24213,0.76563788
16.23,20,23,22785,0.813584376
13.17,125,10,13222,1.402013311
75.1,61,14,21734,0.852911567
41.33,74,14,22256,0.832884615
27.97,77,13,20870,0.888172017
81.9,1,17,26456,0.70059684
34.27,129,15,27987,0.66224247
55.37,153,14,27590,0.671648423
52.67,165,42,27258,0.679761905
42.37,3,28,32441,0.571150396
25.9,53,18,22339,0.829391647
62.2,85,14,21713,0.853270391
36.17,48,11,24697,0.750144957
55.5,114,23,27652,0.669977217
12.17,39,17,26975,0.686772196
49.43,66,18,25198,0.735162314
89.8,14,14,27061,0.684520158
80.43,39,12,22403,0.826830782
21.03,135,17,26026,0.711596865
21.67,27,13,24791,0.747000524
46.9,11,31,26501,0.69865024
31.13,59,18,35121,0.527074969
83.03,29,17,27838,0.664963359
67.57,95,20,24103,0.767992781
62.23,144,22,22270,0.831183655
52.13,89,16,25315,0.731198104
57.07,44,11,33791,0.547778698
39.1,304,16,26293,0.703977865
35.83,18,24,25780,0.717905741
35.5,18,26,24216,0.764231087
114.17,26,18,27651,0.669275976
16.67,76,17,23397,0.790943711
24.1,46,19,25437,0.72746511
27.4,95,24,24421,0.75772368
66.37,65,15,25206,0.734036737
47.8,22,33,23933,0.773032215
16.23,39,8,25648,0.72125
18.37,48,11,22893,0.807888001
50.8,75,17,26383,0.701016564
51.77,109,23,32598,0.567353212
83.93,108,14,23891,0.773990206
14.67,52,15,24271,0.761845
22.53,152,13,31147,0.593647542
27.63,49,13,28644,0.645486315
28.33,64,20,29632,0.623932573
30.73,30,16,29455,0.627677474
94.93,78,19,29320,0.630560027
46.1,18,24,31880,0.57990872
65.7,32,27,27984,0.660640009
24.43,95,15,29436,0.628002446
75.53,208,19,30192,0.612270469
15.47,130,28,23451,0.788256791
73.63,72,19,22932,0.806066196
99.97,7,10,30349,0.609062572
40.73,5,25,30878,0.598583134
21.33,354,27,37102,0.498156434
26.63,15,21,28878,0.63997299
23.97,300,15,24367,0.758390446
31.03,36,23,25283,0.730910493
47.37,211,10,13082,1.412530959
97.77,23,24,27068,0.682453081
54.8,111,22,24156,0.76471891
24.7,688,4,30250,0.610654545
102.47,9,29,22716,0.813161648
73.67,6,23,26501,0.69702049
20.23,44,21,25769,0.716781792
49.6,26,16,17562,1.051627947
34.17,67,19,28625,0.645172751
18.63,64,15,23002,0.802877576
24.13,5,14,19187,0.962508469
73.97,138,18,22146,0.833763208
85.77,112,21,23237,0.794596549
72.4,23,19,34128,0.540993026
89.27,13,16,28755,0.642070944
61.07,13,30,23944,0.771009021
34.63,69,19,25013,0.738056611
81.77,10,18,26682,0.691793344
49.1,4,25,30533,0.604508892
80.07,64,9,26665,0.692103131
36.5,55,35,24867,0.742056541
16.33,49,13,24756,0.745371627
37.1,17,25,28555,0.646155489
31.07,9,22,21846,0.844486405
14.9,101,11,16269,1.133875469
80.43,77,16,31408,0.587282858
89.93,70,18,29114,0.633483204
78.07,33,20,29110,0.633540021
13.17,192,4,25873,0.71279983
88.13,13,20,22810,0.808515125
108.8,123,26,36187,0.50963661
27.43,175,8,27829,0.66267886
17.27,35,15,28432,0.648607203
13.87,16,25,22230,0.829473234
73,49,6,12535,1.470964499
17.4,177,20,20262,0.909961504
37.67,321,19,24435,0.754507878
40.4,67,28,28984,0.6360561
40.93,3,20,26282,0.701420744
23.53,58,12,23082,0.798608439
49.1,3,9,30303,0.608302808
50.1,120,24,21594,0.853604705
20.7,25,19,20501,0.899100532
82.87,11,13,22201,0.830222512
54.77,122,21,26176,0.70411331
24.2,22,27,23960,0.769165693
64.4,68,16,23583,0.781450621
14.13,6,14,27442,0.671457255
24,30,25,23870,0.771919145
34.17,11,21,28113,0.655407463
67.3,164,13,14779,1.246695988
96.87,4,18,26118,0.705369094
66.67,24,15,24067,0.765423609
90.03,298,22,22431,0.821082876
42.33,96,17,29607,0.622066403
80.03,44,17,28802,0.639446913
91.83,33,19,20812,0.884893811
18.27,21,22,24951,0.738055389
68.4,77,13,29014,0.634678086
67.57,6,15,21706,0.848358979
38,45,29,27179,0.677502484
34.07,12,26,23646,0.778692379
28.07,6,22,26200,0.702769466
72.03,5,16,25237,0.729458335
109.13,213,12,21805,0.844257739
100.27,85,8,31200,0.59
49,110,18,28499,0.645913892
53.53,93,23,23992,0.767248666
90.5,108,19,24988,0.736601569
17.13,119,17,28127,0.654337825
13.6,14,19,28462,0.646625325
18.33,3,33,25737,0.715025061
52.07,55,14,23288,0.790185503
86.03,263,11,23506,0.782843955
77.2,240,3,22810,0.806665498
107.3,30,37,30741,0.598547217
14.33,50,10,22536,0.816428381
73.7,26,17,18431,0.998238837
20.97,24,12,26119,0.704359662
42.83,40,19,23938,0.768408388
43.4,7,11,27580,0.666920232
28.6,231,12,33582,0.547663034
23.97,112,14,26568,0.69220679
56.73,8,12,27864,0.66
113.17,3,21,32944,0.558121965
85.23,2,16,24701,0.744331808
60.13,7,23,24666,0.745370956
21.63,103,23,22406,0.820507007
84.5,124,19,29383,0.625668244
29.53,32,17,27504,0.66836242
30.1,99,7,24569,0.748197322
15.03,22,23,24608,0.74700829
36.8,3,18,20303,0.905358321
93.43,48,17,29533,0.622347205
70.5,120,10,16458,1.116766314
57.9,123,16,21384,0.859488403
94.57,5,19,29792,0.616913265
26.37,40,3,22783,0.806657596
32.2,109,14,26285,0.699138672
19.33,99,9,20736,0.886171875
105.63,158,17,20291,0.905582771
90.53,30,16,21572,0.851785648
71.73,216,16,28282,0.64967718
21.83,99,21,30733,0.597767872
51.17,45,17,27375,0.671090046
85.93,23,19,24148,0.76074706
36.43,285,22,26991,0.680552036
36.9,13,28,27525,0.667329337
38.73,22,9,20934,0.877183529
52.8,25,23,30261,0.606793232
17.8,11,13,23648,0.77646228
32.4,58,11,23510,0.78099362
31.93,124,24,22917,0.801193001
82.7,177,16,19186,0.956874805
112.6,176,32,29259,0.627399433
83.9,16,18,27755,0.661374527
113.3,15,10,12823,1.431477813
17.67,34,15,25258,0.726728561
15.47,31,17,28190,0.651105357
39.07,29,20,22158,0.828294972
23.77,40,3,22752,0.806666667
24.87,10,10,33449,0.548692039
22.1,43,8,31810,0.576880855
37.27,84,26,31029,0.591366141
46.63,557,2,24464,0.75
44.7,182,2,24464,0.75
47.57,331,2,24464,0.75
13.67,245,2,24464,0.75
34.03,405,2,24464,0.75
28.93,444,2,24464,0.75
39.33,532,2,24464,0.75
29.53,672,2,24464,0.75
27.7,653,2,24464,0.75
53.27,592,2,24464,0.75
69.03,583,2,24464,0.75
22,653,2,24464,0.75
17.33,270,2,24464,0.75
69.63,40,27,19967,0.918856113
90.23,33,17,26118,0.702449652
39,430,3,21287,0.861867807
30.5,12,19,20620,0.889616877
71.43,119,10,26211,0.699836328
56.87,15,11,22358,0.820315323
20.37,48,23,24719,0.741950322
92.57,41,19,26931,0.680971743
41.07,18,11,13630,1.345474688
14.03,36,16,33150,0.55318552
102.33,69,14,22528,0.813999023
36.1,349,11,29135,0.629325553
86.87,23,23,26147,0.701143917
25.7,119,19,23400,0.783440171
22.87,27,21,28273,0.648356382
29.77,430,10,14262,1.285191418
89.27,138,18,20282,0.903664826
18.53,88,18,24750,0.740493333
22.73,7,16,31819,0.575945504
58.13,149,19,33784,0.542430736
92.27,137,16,29536,0.620396127
41.87,78,10,15062,1.216350418
13.63,7,22,23478,0.780282818
53.37,114,16,20968,0.873579741
52.8,427,18,20482,0.894175373
60,63,12,12726,1.438988685
74.47,501,8,12208,1.5
22,213,23,28731,0.637314399
53.13,76,13,22894,0.799717393
76.5,20,9,31446,0.582222222
85.4,20,24,33048,0.553998427
99.5,25,15,23985,0.763324578
21.83,120,13,19204,0.953202458
36.4,1,14,23018,0.795203754
71.7,73,8,23242,0.787479563
104.17,67,29,25922,0.706033099
50.3,4,12,32600,0.561359509
35.73,166,18,27590,0.663267488
102.8,142,12,23812,0.76846548
15.73,12,13,30186,0.606153846
49.9,11,17,22921,0.798236115
15.57,2,26,32248,0.567351774
61.37,8,5,24514,0.74633434
25.5,282,26,27019,0.677059477
77.07,116,11,25375,0.720852414
85.53,27,17,28521,0.641330949
19,153,19,25155,0.727138939
20.7,10,36,23461,0.779520481
52.5,158,5,26203,0.697890318
40.77,123,27,28415,0.643516101
34.03,11,19,27946,0.654292206
98.27,101,14,20119,0.908672399
16.23,4,26,27475,0.665306642
41.07,9,19,26698,0.684656903
21.23,46,5,23512,0.777393671
67.67,1,15,24831,0.736093995
61.6,36,25,23373,0.78199846
53.53,42,20,27740,0.658864095
12.33,59,15,29374,0.622200926
45.23,107,16,23006,0.794399287
55.73,5,24,22175,0.824148365
17.5,37,25,27055,0.675487341
17.23,22,17,23337,0.783092943
78.37,103,18,27823,0.656728246
103.87,319,18,23808,0.767426915
42.57,9,36,21310,0.857380103
36.47,121,14,25334,0.721129707
60.8,2,24,26242,0.696127201
68.93,72,14,27537,0.663379816
31.8,171,15,20848,0.876172295
51.13,46,12,28663,0.63724802
89.1,4,11,22313,0.818471295
73.5,123,22,25485,0.716561114
40.23,131,17,23650,0.772134038
34.33,88,20,21499,0.849362761
19.07,177,4,20188,0.904309986
12.43,2,15,24019,0.759933386
39.07,3,19,25304,0.721328644
80.2,39,12,19374,0.94206359
13.2,17,9,30311,0.602086041
22.87,566,7,22610,0.807142857
27.33,46,25,29967,0.608856409
102.93,27,25,34516,0.528595724
61.53,217,12,15369,1.186863166
80.33,16,15,29047,0.62783661
98.5,83,19,22904,0.796219001
25.2,92,21,29199,0.624478236
72.93,96,8,13348,1.365806862
113,68,19,28570,0.638106405
54.87,29,19,19486,0.935525505
107.87,5,16,21096,0.864095089
45.13,95,23,21031,0.86672531
50,3,14,26108,0.698146545
55.17,5,14,16118,1.130807793
13.23,23,13,21415,0.851073547
89.13,90,2,24464,0.745
69.23,14,21,24560,0.74204316
24.57,8,30,30281,0.601848354
80.9,30,15,22229,0.819842548
51.17,43,12,27928,0.652543684
34,9,15,31412,0.58016586
31.23,5,19,20260,0.899510365
23.67,285,16,30617,0.59519548
103.13,2,23,25941,0.702475232
38.63,2,22,24107,0.755895383
77.87,77,13,24344,0.748535984
75.23,82,29,22603,0.80610096
24.47,51,23,24052,0.757465076
75.37,60,28,24807,0.734406014
18.8,26,17,21773,0.836714279
71.03,100,20,21462,0.848786693
89.83,59,24,22325,0.815917581
104.67,36,21,26400,0.689975758
80.57,12,18,25284,0.720413305
32.2,242,6,21356,0.852910189
43.8,6,25,27485,0.662676005
17,18,17,31199,0.583729607
39.77,273,4,19243,0.94635192
112.8,381,3,18352,0.992274412
56.87,4,13,24350,0.747783573
65.97,7,27,28202,0.64563648
35.87,336,17,26584,0.684887526
58.17,109,36,24905,0.731003814
44.67,162,3,22752,0.8
93.43,2,25,33174,0.548601314
20.8,168,13,24429,0.744971141
25.53,20,22,23136,0.786517981
74.77,6,26,23486,0.774792642
94.23,125,31,29855,0.609437615
28.53,13,20,35321,0.515051669
31.97,30,24,32003,0.568392963
80.17,6,21,23513,0.773626504
31.4,161,29,31314,0.580873411
82.63,6,17,24154,0.753060777
113.87,270,17,23874,0.761824579
64.47,17,27,26066,0.697745339
55.57,15,19,27476,0.661886374
59.9,49,18,22659,0.802587934
101.23,10,15,27466,0.66200466
20.47,77,20,24606,0.738940909
104.83,24,16,25431,0.7148956
50.7,298,8,13505,1.346205109
24.7,96,20,28255,0.643442223
84.6,83,18,28953,0.627798156
48.33,70,30,26383,0.688939848
29.7,56,18,30275,0.600347481
16.17,76,3,22814,0.796662576
16.87,19,17,23010,0.789860495
54.9,3,25,27722,0.65538345
50.6,176,6,12234,1.485
65.93,402,12,24498,0.741580945
13.2,39,25,28425,0.639059631
52.9,19,21,22058,0.823521625
76.37,50,16,28281,0.642160107
33.9,12,31,30156,0.602208847
38.67,109,26,20473,0.887025839
45.57,11,19,31520,0.57613769
65.4,78,14,24469,0.742142303
92.83,17,11,22975,0.790344287
64.57,13,22,25703,0.706451387
102.37,80,14,21346,0.850639464
17.4,75,15,29505,0.615333333
32.23,35,25,25354,0.716063343
49.4,31,19,27617,0.65727885
43.97,85,22,23781,0.763161768
54.17,20,22,27179,0.667728761
112,28,16,26616,0.681838744
23.4,234,16,21313,0.851482194
53.6,39,24,33064,0.548859485
29.33,282,20,25801,0.703314213
34.7,67,25,29470,0.615724466
84.27,6,26,27829,0.652014086
83,45,26,26099,0.695233151
40.27,32,15,27327,0.663989827
111.27,196,7,13203,1.374287662
82.67,66,21,24927,0.727905083
26.77,389,12,23796,0.7625
45.53,2,13,20335,0.892255717
64.6,71,16,25204,0.71984923
108.57,4,22,31242,0.580653927
90.2,130,12,26267,0.690582861
